Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	17550001	0.89811	0.93733	2
1	17600001	0.847092	0.93733	2
1	17650001	0.892728	0.93733	2
1	17700001	0.874155	0.93733	2
1	17750001	0.898556	0.93733	2
1	17800001	0.995568	0.93733	2
1	17850001	0.860293	0.93733	2
1	17900001	0.835507	0.93733	2
1	17950001	0.849733	0.93733	2
1	18000001	0.816149	0.93733	2
1	18050001	0.841745	0.93733	2
1	18100001	0.812713	0.93733	2
1	18150001	0.864396	0.93733	2
1	18200001	0.883081	0.93733	2
1	18250001	0.796441	0.93733	2
1	18300001	0.796441	0.93733	2
1	18350001	0.833043	0.93733	2
1	18400001	0.843576	0.93733	2
1	18450001	0.803707	0.93733	2
1	18500001	0.80489	0.93733	2
1	18550001	0.924438	0.93733	2
1	18600001	0.978356	0.93733	2
1	18650001	0.898593	0.93733	2
1	18700001	0.862794	0.93733	2
1	18750001	0.933298	0.93733	2
1	18800001	0.894009	0.93733	2
1	18850001	0.876385	0.93733	2
1	18900001	0.947919	0.93733	2
1	18950001	0.885998	0.93733	2
1	19000001	0.91162	0.93733	2
1	19050001	0.983334	0.93733	2
1	19100001	0.99404	0.93733	2
1	19150001	0.95388	0.93733	2
1	19200001	0.854816	0.93733	2
1	19250001	0.828392	0.93733	2
1	19300001	0.864383	0.93733	2
1	19350001	0.949724	0.93733	2
1	19400001	0.965086	0.93733	2
1	19450001	0.93733	0.93733	2
1	19500001	0.8713	0.93733	2
1	19550001	0.856457	0.93733	2
1	19600001	0.903162	0.93733	2
1	19650001	0.87861	0.93733	2
1	19700001	0.888445	0.93733	2
1	19750001	0.899074	0.93733	2
1	19800001	0.855846	0.93733	2
1	19850001	0.895497	0.93733	2
1	19900001	0.908561	0.93733	2
1	19950001	0.846882	0.93733	2
1	20000001	0.907198	0.93733	2
1	20050001	0.886071	0.93733	2
1	20100001	0.827074	0.93733	2
1	20150001	0.823687	0.93733	2
1	20200001	0.884016	0.93733	2
1	20250001	0.848841	0.93733	2
1	20300001	0.859266	0.93733	2
1	20350001	0.944549	0.93733	2
1	20400001	0.982831	0.93733	2
1	20450001	0.99296	0.93733	2
1	20500001	0.852867	0.93733	2
1	20550001	0.789805	0.93733	2
1	20600001	0.770844	0.93733	2
1	20650001	0.867168	0.93733	2
1	20700001	0.939265	0.93733	2
1	20750001	0.937218	0.93733	2
1	20800001	0.966435	0.93733	2
1	20850001	0.901913	0.93733	2
1	20900001	0.856613	0.93733	2
1	20950001	0.790839	0.93733	2
1	21000001	0.816024	0.93733	2
1	21050001	0.929668	0.93733	2
1	21100001	0.920325	0.93733	2
1	21150001	0.871177	0.93733	2
1	21200001	0.848662	0.93733	2
1	21250001	0.855524	0.93733	2
1	21300001	0.961442	0.93733	2
1	21350001	1.04487	0.93733	2
1	21400001	0.939943	0.93733	2
1	21450001	0.895805	0.93733	2
1	21500001	0.967602	0.93733	2
1	21550001	0.925687	0.93733	2
1	21600001	0.873465	0.93733	2
1	21650001	0.926421	0.93733	2
1	21700001	0.997475	0.93733	2
1	21750001	0.933754	0.93733	2
1	21800001	0.879477	0.93733	2
1	21850001	0.960271	0.93733	2
1	21900001	1.11353	0.93733	2
1	21950001	1.07224	0.93733	2
1	22000001	0.829207	0.93733	2
1	22050001	0.75545	0.93733	2
1	22100001	0.81919	0.93733	2
1	22150001	0.951556	0.93733	2
1	22200001	0.991048	0.93733	2
1	22250001	0.9151	0.93733	2
1	22300001	0.832355	0.93733	2
1	22350001	0.832144	0.93733	2
1	22400001	0.823133	0.93733	2
1	22450001	0.846566	0.93733	2
1	22500001	0.950351	0.93733	2
1	22550001	0.97179	0.93733	2
1	22600001	0.911344	0.93733	2
1	22650001	0.892321	0.93733	2
1	22700001	0.898098	0.93733	2
1	22750001	0.937033	0.93733	2
1	22800001	1.02533	0.93733	2
1	22850001	0.9347	0.93733	2
1	22900001	0.85412	0.93733	2
1	22950001	0.912199	0.93733	2
1	23000001	0.94148	0.93733	2
1	23050001	0.923003	0.93733	2
1	23100001	0.967694	0.93733	2
1	23150001	0.879957	0.93733	2
1	23200001	0.812591	0.93733	2
1	23250001	0.818997	0.93733	2
1	23300001	0.815954	0.93733	2
1	23350001	0.798526	0.93733	2
1	23400001	0.8511	0.93733	2
1	23450001	0.996653	0.93733	2
1	23500001	0.909493	0.93733	2
1	23550001	0.830871	0.93733	2
1	23600001	0.87315	0.93733	2
1	23650001	0.841094	0.93733	2
1	23700001	0.859302	0.93733	2
1	23750001	1.08676	0.93733	2
1	23800001	1.28441	0.93733	2
1	23850001	1.14752	0.93733	2
1	23900001	0.898477	0.93733	2
1	23950001	0.840143	0.93733	2
1	24000001	0.810478	0.93733	2
1	24050001	0.802238	0.93733	2
1	24100001	0.877233	0.93733	2
1	24150001	0.838917	0.93733	2
1	24200001	0.898621	0.93733	2
1	24250001	0.982883	0.93733	2
1	24300001	0.967082	0.93733	2
1	24350001	0.959189	0.93733	2
1	24400001	0.969443	0.93733	2
1	24450001	0.972312	0.93733	2
1	24500001	0.972986	0.93733	2
1	24550001	1.02456	0.93733	2
1	24600001	1.03808	0.93733	2
1	24650001	1.01161	0.93733	2
1	24700001	1.08746	0.93733	2
1	24750001	1.0704	0.93733	2
1	24800001	0.936161	0.93733	2
1	24850001	0.925748	0.93733	2
1	24900001	1.07578	0.93733	2
1	24950001	1.12452	0.93733	2
1	25000001	0.981579	0.93733	2
1	25050001	0.965176	0.93733	2
1	25100001	1.06389	0.93733	2
1	25150001	1.04677	0.93733	2
1	25200001	0.995894	0.93733	2
1	25250001	1.00722	0.93733	2
1	25300001	1.00143	0.93733	2
1	25350001	1.03461	0.93733	2
1	25400001	1.03166	0.93733	2
1	25450001	0.998576	0.93733	2
1	25500001	0.981711	0.93733	2
1	25550001	0.715167	0.93733	2
1	25600001	0.611397	0.93733	2
1	25650001	0.893115	0.93733	2
1	25700001	0.946483	0.93733	2
1	25750001	1.00384	0.93733	2
1	25800001	1.16838	0.93733	2
1	25850001	1.0792	0.93733	2
1	25900001	1.01597	0.93733	2
1	25950001	1.06561	0.93733	2
1	26000001	0.988646	0.93733	2
1	26050001	0.912094	0.93733	2
1	26100001	1.08355	0.93733	2
1	26150001	1.15016	0.93733	2
1	26200001	1.06522	0.93733	2
1	26250001	1.01283	0.93733	2
1	26300001	1.02679	0.93733	2
1	26350001	1.071	0.93733	2
1	26400001	1.08423	0.93733	2
1	26450001	1.04645	0.93733	2
1	26500001	1.01154	0.93733	2
1	26550001	1.0467	0.93733	2
1	26600001	1.01044	0.93733	2
1	26650001	0.973262	0.93733	2
1	26700001	1.08793	0.93733	2
1	26750001	1.0974	0.93733	2
1	26800001	1.07643	0.93733	2
1	26850001	1.06074	0.93733	2
1	26900001	0.924489	0.93733	2
1	26950001	1.03742	0.93733	2
1	27000001	1.13366	0.93733	2
1	27050001	1.10831	0.93733	2
1	27100001	1.11849	0.93733	2
1	27150001	1.01959	0.93733	2
1	27200001	0.939126	0.93733	2
1	27250001	0.92846	0.93733	2
1	27300001	0.969087	0.93733	2
1	27350001	0.978842	0.93733	2
1	27400001	0.868263	0.93733	2
1	27450001	0.910851	0.93733	2
1	27500001	1.06053	0.93733	2
1	27550001	1.06834	0.93733	2
1	27600001	1.03161	0.93733	2
1	27650001	1.0592	0.93733	2
1	27700001	1.03307	0.93733	2
1	27750001	1.00783	0.93733	2
1	27800001	0.988576	0.93733	2
1	27850001	0.947095	0.93733	2
1	27900001	0.924173	0.93733	2
1	27950001	1.06921	0.93733	2
1	28000001	1.13399	0.93733	2
1	28050001	1.00408	0.93733	2
1	28100001	0.970334	0.93733	2
1	28150001	0.861629	0.93733	2
1	28200001	0.92097	0.93733	2
1	28250001	1.06672	0.93733	2
1	28300001	0.964308	0.93733	2
1	28350001	0.950373	0.93733	2
1	28400001	1.03111	0.93733	2
1	28450001	1.00049	0.93733	2
1	28500001	1.01305	0.93733	2
1	28550001	1.02246	0.93733	2
1	28600001	0.904309	0.93733	2
1	28650001	0.924083	0.93733	2
1	28700001	0.945127	0.93733	2
1	28750001	0.905811	0.93733	2
1	28800001	0.945348	0.93733	2
1	28850001	0.995231	0.93733	2
1	28900001	1.00171	0.93733	2
1	28950001	0.940633	0.93733	2
1	29000001	0.925684	0.93733	2
1	29050001	0.935104	0.93733	2
1	29100001	0.961203	0.93733	2
1	29150001	0.984743	0.93733	2
1	29200001	1.05313	0.93733	2
1	29250001	0.987712	0.93733	2
1	29300001	0.920243	0.93733	2
1	29350001	0.979462	0.93733	2
1	29400001	1.06619	0.93733	2
1	29450001	1.12646	0.93733	2
1	29500001	1.08415	0.93733	2
1	29550001	0.998366	0.93733	2
1	29600001	0.940159	0.93733	2
1	29650001	0.979802	0.93733	2
1	29700001	0.977071	0.93733	2
1	29750001	0.923542	0.93733	2
1	29800001	0.66475	0.93733	2
1	29850001	0.0398628	0.0199314	0
1	29900001	-1	0.0199314	0
1	29950001	0	0.0199314	0
1	30000001	0.650276	1.02964	2
1	30050001	1.01627	1.02964	2
1	30100001	1.05512	1.02964	2
1	30150001	1.07617	1.02964	2
1	30200001	1.09684	1.02964	2
1	30250001	1.14824	1.02964	2
1	30300001	1.04396	1.02964	2
1	30350001	0.976587	1.02964	2
1	30400001	1.04473	1.02964	2
1	30450001	1.05864	1.02964	2
1	30500001	1.0165	1.02964	2
1	30550001	0.96014	1.02964	2
1	30600001	0.994078	1.02964	2
1	30650001	1.05093	1.02964	2
1	30700001	1.08412	1.02964	2
1	30750001	1.0697	1.02964	2
1	30800001	1.05062	1.02964	2
1	30850001	1.03112	1.02964	2
1	30900001	1.04629	1.02964	2
1	30950001	1.04656	1.02964	2
1	31000001	0.982978	1.02964	2
1	31050001	1.09088	1.02964	2
1	31100001	1.09373	1.02964	2
1	31150001	0.957603	1.02964	2
1	31200001	1.05275	1.02964	2
1	31250001	1.181	1.02964	2
1	31300001	1.08839	1.02964	2
1	31350001	1.09532	1.02964	2
1	31400001	1.05302	1.02964	2
1	31450001	0.948686	1.02964	2
1	31500001	0.916734	1.02964	2
1	31550001	0.915665	1.02964	2
1	31600001	0.943819	1.02964	2
1	31650001	0.980521	1.02964	2
1	31700001	1.08076	1.02964	2
1	31750001	1.06679	1.02964	2
1	31800001	0.966009	1.02964	2
1	31850001	0.993769	1.02964	2
1	31900001	1.01267	1.02964	2
1	31950001	1.03929	1.02964	2
1	32000001	1.07922	1.02964	2
1	32050001	1.08053	1.02964	2
1	32100001	1.03056	1.02964	2
1	32150001	1.01487	1.02964	2
1	32200001	1.08702	1.02964	2
1	32250001	1.07637	1.02964	2
1	32300001	1.02953	1.02964	2
1	32350001	0.967	1.02964	2
1	32400001	1.01779	1.02964	2
1	32450001	1.07777	1.02964	2
1	32500001	1.00054	1.02964	2
1	32550001	1.02629	1.02964	2
1	32600001	1.06591	1.02964	2
1	32650001	0.990329	1.02964	2
1	32700001	0.959403	1.02964	2
1	32750001	0.972655	1.02964	2
1	32800001	1.0426	1.02964	2
1	32850001	1.07232	1.02964	2
1	32900001	0.986406	1.02964	2
1	32950001	0.946076	1.02964	2
1	33000001	1.05621	1.02964	2
1	33050001	1.05021	1.02964	2
1	33100001	1.08446	1.02964	2
1	33150001	1.17207	1.02964	2
1	33200001	1.02964	1.02964	2
1	33250001	1.00933	1.02964	2
1	33300001	1.03357	1.02964	2
1	33350001	0.947664	1.02964	2
1	33400001	1.01914	1.02964	2
1	33450001	1.07092	1.02964	2
1	33500001	1.07291	1.02964	2
1	33550001	0.997064	1.02964	2
1	33600001	0.899112	1.02964	2
1	33650001	1.00935	1.02964	2
1	33700001	1.04645	1.02964	2
1	33750001	0.982024	1.02964	2
1	33800001	1.13226	1.02964	2
1	33850001	1.05524	1.02964	2
1	33900001	0.97329	1.02964	2
1	33950001	1.08846	1.02964	2
1	34000001	1.07883	1.02964	2
1	34050001	1.06155	1.02964	2
1	34100001	1.04931	1.02964	2
1	34150001	1.01336	1.02964	2
1	34200001	0.989391	1.02964	2
1	34250001	0.971312	1.02964	2
1	34300001	0.996634	1.02964	2
1	34350001	1.08427	1.02964	2
1	34400001	0.987985	1.02964	2
1	34450001	0.863983	1.02964	2
1	34500001	0.983264	1.02964	2
1	34550001	1.02855	1.02964	2
1	34600001	0.947691	1.02964	2
1	34650001	0.946224	1.02964	2
1	34700001	0.925478	1.02964	2
1	34750001	0.949434	1.02964	2
1	34800001	1.08109	1.02964	2
1	34850001	0.985618	1.02964	2
1	34900001	0.915153	1.02964	2
1	34950001	1.02823	1.02964	2
1	35000001	1.04395	1.02964	2
1	35050001	0.983221	1.02964	2
1	35100001	1.03865	1.02964	2
1	35150001	1.13091	1.02964	2
1	35200001	1.09234	1.02964	2
1	35250001	1.10023	1.02964	2
1	35300001	1.12156	1.02964	2
1	35350001	1.03659	1.02964	2
1	35400001	0.943644	1.02964	2
1	35450001	0.93887	1.02964	2
1	35500001	0.957395	1.02964	2
1	35550001	0.916404	1.02964	2
1	35600001	0.954155	1.02964	2
1	35650001	0.99693	1.02964	2
1	35700001	0.953416	1.02964	2
1	35750001	0.958512	1.02964	2
1	35800001	1.07483	1.02964	2
1	35850001	1.13851	1.02964	2
1	35900001	0.966004	1.02964	2
1	35950001	0.945842	1.02964	2
1	36000001	1.06789	1.02964	2
1	36050001	1.03968	1.02964	2
1	36100001	1.06178	1.02964	2
1	36150001	1.06049	1.02964	2
1	36200001	0.990352	1.02964	2
1	36250001	1.0359	1.02964	2
1	36300001	0.994174	1.02964	2
1	36350001	0.971553	1.02964	2
1	36400001	1.02003	1.02964	2
1	36450001	1.03259	1.02964	2
1	36500001	1.11514	1.02964	2
1	36550001	1.0843	1.02964	2
1	36600001	1.03614	1.02964	2
1	36650001	1.03514	1.02964	2
1	36700001	1.05414	1.02964	2
1	36750001	1.00546	1.02964	2
1	36800001	0.988212	1.02964	2
1	36850001	1.02215	1.02964	2
1	36900001	0.98932	1.02964	2
1	36950001	1.0308	1.02964	2
1	37000001	1.05371	1.02964	2
1	37050001	0.998863	1.02964	2
1	37100001	1.0592	1.02964	2
1	37150001	1.02337	1.02964	2
1	37200001	0.87629	1.02964	2
1	37250001	0.916144	1.02964	2
1	37300001	0.959897	1.02964	2
1	37350001	1.01805	1.02964	2
1	37400001	1.06179	1.02964	2
1	37450001	1.0043	1.02964	2
1	37500001	0.959867	1.02964	2
1	37550001	0.952085	1.02964	2
1	37600001	1.02492	1.02964	2
1	37650001	1.09405	1.02964	2
1	37700001	1.0164	1.02964	2
1	37750001	0.916832	1.02964	2
1	37800001	0.901464	1.02964	2
1	37850001	0.992904	1.02964	2
1	37900001	1.1348	1.02964	2
1	37950001	1.07386	1.02964	2
1	38000001	1.04255	1.02964	2
1	38050001	1.08538	1.02964	2
1	38100001	1.09036	1.02964	2
1	38150001	1.07201	1.02964	2
1	38200001	1.06215	1.02964	2
1	38250001	0.987134	1.02964	2
1	38300001	0.938518	1.02964	2
1	38350001	0.962089	1.02964	2
1	38400001	1.03277	1.02964	2
1	38450001	1.13708	1.02964	2
1	38500001	1.04135	1.02964	2
1	38550001	0.956581	1.02964	2
1	38600001	1.00527	1.02964	2
1	38650001	1.02212	1.02964	2
1	38700001	1.06553	1.02964	2
1	38750001	1.066	1.02964	2
